Text,Freq,Codi,Descr_codi,Codi_3,Descr_codi_3,Gran_grup_classif,Descr_gran_grup_clasif
REGENERAR CARTILAGO,1,NA,NA,NA,NA,NA,NA
REGUL. TIROIDES,1,NA,NA,NA,NA,NA,NA
REGULACIO CICLE MENSTRUAL,1,NA,NA,NA,NA,NA,NA
REGULACION DE LA MENSTRUACION,1,NA,NA,NA,NA,NA,NA
REGULADOR INTESTINAL,1,NA,NA,NA,NA,NA,NA
REGULAR ACIDO URICO,1,NA,NA,NA,NA,NA,NA
REGULAR CORAZON,1,NA,NA,NA,NA,NA,NA
REGULAR INTESTINS,1,NA,NA,NA,NA,NA,NA
REGULAR LA MENSTRUACION,1,NA,NA,NA,NA,NA,NA
REGULAR MENSTRUACIO,1,NA,NA,NA,NA,NA,NA
REGULAR MESTRUACION,1,NA,NA,NA,NA,NA,NA
REGULAR PERIODOS MENSTRUALES,1,NA,NA,NA,NA,NA,NA
REGULAR REGLA,1,NA,NA,NA,NA,NA,NA
REGURGITACIONS GASTROESOFAGIQUES,1,NA,NA,NA,NA,NA,NA
RELAJANTES,1,NA,NA,NA,NA,NA,NA
RELAJAR,1,NA,NA,NA,NA,NA,NA
RELAJARME UN POCO POR LA NOCHE,1,NA,NA,NA,NA,NA,NA
RELAXANT,1,NA,NA,NA,NA,NA,NA
RELAXANT DEL SISTEMA URINARI,1,NA,NA,NA,NA,NA,NA
RENITIS,1,NA,NA,NA,NA,NA,NA
RENYO,1,NA,NA,NA,NA,NA,NA
RESFRIADOS,1,NA,NA,NA,NA,NA,NA
RETENCIO DE LIQUITS,1,NA,NA,NA,NA,NA,NA
"RETENCIO LIQUIDS, PEL TRACTAMENT HORMONAL D'UTROGESTAN",1,NA,NA,NA,NA,NA,NA
RETENCIO LIQUITS,1,NA,NA,NA,NA,NA,NA
RETENCION DE  LIQUIDOS,1,NA,NA,NA,NA,NA,NA
RETENCION DE LIPIDOS,1,NA,NA,NA,NA,NA,NA
RETENCION TEMPORAL DE LIQUIDOS,1,NA,NA,NA,NA,NA,NA
RETIDA DE LA REGLA PRECOCMENT,1,NA,NA,NA,NA,NA,NA
RETINA,1,NA,NA,NA,NA,NA,NA
RETINOPATIA SEROSA,1,NA,NA,NA,NA,NA,NA
REUMA ESPONDILITIS ANQUILOSANT.,1,NA,NA,NA,NA,NA,NA
REUMA I DOLOR,1,NA,NA,NA,NA,NA,NA
REUMATISME INTERMITENT,1,NA,NA,NA,NA,NA,NA
RIEGO SANGUINEO,1,NA,NA,NA,NA,NA,NA
RIESGO DE TROMBOSIS,1,NA,NA,NA,NA,NA,NA
RINOSINUSITIS CRONICA,1,NA,NA,NA,NA,NA,NA
RODILLA,1,NA,NA,NA,NA,NA,NA
ROTURA DEL TENDON SUPRAESPINOSO,1,NA,NA,NA,NA,NA,NA
ROTURA MENISCO - DOLOR,1,NA,NA,NA,NA,NA,NA
RUIDO OIDOS,1,NA,NA,NA,NA,NA,NA
RUIDOS OIDO,1,NA,NA,NA,NA,NA,NA
RUTURA COMPLETA DE MENISCO INTERNO RODILLA IZQUIERDA,1,NA,NA,NA,NA,NA,NA
RYNAUD PRIMARI,1,NA,NA,NA,NA,NA,NA
SACROILEITIS,1,NA,NA,NA,NA,NA,NA
SACROILIEITIS,1,NA,NA,NA,NA,NA,NA
SALUT GENERAL,1,NA,NA,NA,NA,NA,NA
SARAMPION,1,NA,NA,NA,NA,NA,NA
SARCOIDOSI,1,NA,NA,NA,NA,NA,NA
SARCOIDOSIS,1,NA,NA,NA,NA,NA,NA
SARCOPESIA,1,NA,NA,NA,NA,NA,NA
SD. WOLF-PARKINSON-WHITE,1,NA,NA,NA,NA,NA,NA
SDME. PIERNAS INQUIETAS,1,NA,NA,NA,NA,NA,NA
SDRC,1,NA,NA,NA,NA,NA,NA
SE ME DORMIA LA MANO,1,NA,NA,NA,NA,NA,NA
SECUELAS QUIMIO,1,NA,NA,NA,NA,NA,NA
SENSIBILIDAD NEUROLOGICA,1,NA,NA,NA,NA,NA,NA
SENSITIVITAT EMOCIONAL,1,NA,NA,NA,NA,NA,NA
SEQUEDAD VAGINAL,1,NA,NA,NA,NA,NA,NA
SEQUEDAT VAGINAL,1,NA,NA,NA,NA,NA,NA
SEQUETAT D'ULLS,1,NA,NA,NA,NA,NA,NA
SEQUETAT VAGINAL,1,NA,NA,NA,NA,NA,NA
SERATONINA,1,NA,NA,NA,NA,NA,NA
SEROTONINA,1,NA,NA,NA,NA,NA,NA
SIATICA,1,NA,NA,NA,NA,NA,NA
SIFILIS,1,NA,NA,NA,NA,NA,NA
SIMPTOMES PROSTATICS,1,NA,NA,NA,NA,NA,NA
SINDREM OBSESIU,1,NA,NA,NA,NA,NA,NA
SINDREME DE RAYNAUD,1,NA,NA,NA,NA,NA,NA
SINDRIME DE RAYNAUD,1,NA,NA,NA,NA,NA,NA
SINDROM DE LES CAMES INQUIETES,1,NA,NA,NA,NA,NA,NA
SINDROME CAMAS INQUIETAS,1,NA,NA,NA,NA,NA,NA
SINDROME DE BEZHET,1,NA,NA,NA,NA,NA,NA
SINDROME DE CAROLI,1,NA,NA,NA,NA,NA,NA
SINDROME DE FARTIGA CRONICA.,1,NA,NA,NA,NA,NA,NA
"SINDROME DE FATIGA CRONICA,OJOS SECOSFIBROMIALGIA,COLON IRRITABLE,ANSIEDAD,TDAH",1,NA,NA,NA,NA,NA,NA
SINDROME DE GUILLEM BARRE,1,NA,NA,NA,NA,NA,NA
SINDROME DE LAS PIERNAS INQUIETAS,1,NA,NA,NA,NA,NA,NA
SINDROME DE LES CAMES INQUIETES,1,NA,NA,NA,NA,NA,NA
SINDROME DE LYNCH,1,NA,NA,NA,NA,NA,NA
SINDROME DE PIERNAS INQUIETAS,1,NA,NA,NA,NA,NA,NA
SINDROME DE REINAU,1,NA,NA,NA,NA,NA,NA
SINDROME DE REINAUD,1,NA,NA,NA,NA,NA,NA
SINDROME DE REYNOLDS,1,NA,NA,NA,NA,NA,NA
SINDROME DEPRESSIU,1,NA,NA,NA,NA,NA,NA
SINDROME FATIGA CRONICA,1,NA,NA,NA,NA,NA,NA
SINDROME GILBERT,1,NA,NA,NA,NA,NA,NA
SINDROME GUILLEM BARRE,1,NA,NA,NA,NA,NA,NA
SINDROME INTESTI IRRITABLE I CREMORS,1,NA,NA,NA,NA,NA,NA
SINDROME MENIER,1,NA,NA,NA,NA,NA,NA
SINDROME MENIERE,1,NA,NA,NA,NA,NA,NA
SINDROME MUSOSES SEQUES,1,NA,NA,NA,NA,NA,NA
SINDROME PIERNAS INQUIETAS,1,NA,NA,NA,NA,NA,NA
SINDROME POST POLIO,1,NA,NA,NA,NA,NA,NA
SINDROME SJORGEN,1,NA,NA,NA,NA,NA,NA
SINDROME TUNEL CARPIA,1,NA,NA,NA,NA,NA,NA
SINDROME TUNEL CARPIANO,1,NA,NA,NA,NA,NA,NA
SINDROME WOLF PARKINSON WHITE,1,NA,NA,NA,NA,NA,NA
SINDROME WPW,1,NA,NA,NA,NA,NA,NA
SINOSITIS,1,NA,NA,NA,NA,NA,NA
SINOSITIS CRONICA,1,NA,NA,NA,NA,NA,NA
SINOVITIS VELLONODULAR PIGMENTADA,1,NA,NA,NA,NA,NA,NA
SINROME CAMES INQUIETES,1,NA,NA,NA,NA,NA,NA
SINTOMAS MENOPAUSIA,1,NA,NA,NA,NA,NA,NA
SINUCITIS,1,NA,NA,NA,NA,NA,NA
"SIRINGOMELIA, KLINERFELTER, MERINGITIS VIRICA, FETGE INFLAMAT, NEUMONIES, HIPERSAMNIA AMB APNEAS DEL SON, CARDIOPATIA HIPERTENSIVA, ORELLA ESQUERRA OPERADA PERDUA AUDICIO I XIULETS DINTRE",1,NA,NA,NA,NA,NA,NA
SISTEMA INMUNOLOGICO,1,NA,NA,NA,NA,NA,NA
SNDROMEWOLFFWHITE,1,NA,NA,NA,NA,NA,NA
SOFOCACIONS,1,NA,NA,NA,NA,NA,NA
SOFOCACIONS MENOPAUSIA,1,NA,NA,NA,NA,NA,NA
SOFOCOS DE LA MENOPAUSIA,1,NA,NA,NA,NA,NA,NA
SOM,1,NA,NA,NA,NA,NA,NA
SOMATITZACIONS,1,NA,NA,NA,NA,NA,NA
SOMNIFERO,1,NA,NA,NA,NA,NA,NA
SOMNOLENCIA IDEOPATICA,1,NA,NA,NA,NA,NA,NA
SON,1,NA,NA,NA,NA,NA,NA
SOPLO,1,NA,NA,NA,NA,NA,NA
SORDERA,1,NA,NA,NA,NA,NA,NA
SPI,1,NA,NA,NA,NA,NA,NA
STRES,1,NA,NA,NA,NA,NA,NA
STRESS EMOCIONAL,1,NA,NA,NA,NA,NA,NA
SUBIR EL NIVEL DE HIERRO,1,NA,NA,NA,NA,NA,NA
SUBSTITUCIO HORMONAL,1,NA,NA,NA,NA,NA,NA
SUBSTITUTIU DE LA TIROXINA,1,NA,NA,NA,NA,NA,NA
SUPORT: COLAGEN I MAGNESI,1,NA,NA,NA,NA,NA,NA
T.O.C,1,NA,NA,NA,NA,NA,NA
TALASEMIA MINOR,1,NA,NA,NA,NA,NA,NA
TAMSUSOLINA,1,NA,NA,NA,NA,NA,NA
TAQUICARDIA PAROXISTICA SUPRAVENTRICULAR CON MORFOLOGIA BRHH,1,NA,NA,NA,NA,NA,NA
TAQUICARDIA SUPRAVENTRICULAR PAROXISTICA,1,NA,NA,NA,NA,NA,NA
TAQUICARDIAS,1,NA,NA,NA,NA,NA,NA
TAQUICARDIES / BRADICARDIES,1,NA,NA,NA,NA,NA,NA
TBC PULMONAR,1,NA,NA,NA,NA,NA,NA
TBT II,1,NA,NA,NA,NA,NA,NA
TCA,1,NA,NA,NA,NA,NA,NA
TDAH COMBINADO,1,NA,NA,NA,NA,NA,NA
TEMBLOR,1,NA,NA,NA,NA,NA,NA
TEMBLOR DE MANOS,1,NA,NA,NA,NA,NA,NA
TEMBLOR MANOS,1,NA,NA,NA,NA,NA,NA
TENCIO,1,NA,NA,NA,NA,NA,NA
TENDENCIA ESCORIOTICA,1,NA,NA,NA,NA,NA,NA
"TENDINITIS AQUILES, BESSONS CURTS",1,NA,NA,NA,NA,NA,NA
TENDINITIS CALCIFICANT ESPATLLA,1,NA,NA,NA,NA,NA,NA
TENDINITIS SUPRAESPINOSA,1,NA,NA,NA,NA,NA,NA
TENDINOPATIA ROTULIANA,1,NA,NA,NA,NA,NA,NA
TENDON ROTO TENDINITIS,1,NA,NA,NA,NA,NA,NA
TENER SUENO DE CALIDAD,1,NA,NA,NA,NA,NA,NA
TENGO EL HIGADO UN POCO DELICADO,1,NA,NA,NA,NA,NA,NA
TENGO FIBOLMIALGIA,1,NA,NA,NA,NA,NA,NA
TENGO GASES,1,NA,NA,NA,NA,NA,NA
TENSIO ALTA DE L'ULL,1,NA,NA,NA,NA,NA,NA
TENSIO INTRA OCULAR,1,NA,NA,NA,NA,NA,NA
TENSIO?,1,NA,NA,NA,NA,NA,NA
TENSION DE LOS HOJOS,1,NA,NA,NA,NA,NA,NA
TENSION DESCOMPENSADA,1,NA,NA,NA,NA,NA,NA
TENSION EN EL OJO,1,NA,NA,NA,NA,NA,NA
TENSION OJO,1,NA,NA,NA,NA,NA,NA
TENSION Y RINON,1,NA,NA,NA,NA,NA,NA
TEP MASSIU BILATERAL,1,NA,NA,NA,NA,NA,NA
TERATOMA,1,NA,NA,NA,NA,NA,NA
TESTOSTERONA,1,NA,NA,NA,NA,NA,NA
TIC NERVIOS,1,NA,NA,NA,NA,NA,NA
TIFOIDEA,1,NA,NA,NA,NA,NA,NA
TINC UNA MICA D'INSOMNI,1,NA,NA,NA,NA,NA,NA
TINNITUS/ACUFENOS,1,NA,NA,NA,NA,NA,NA
TIROEDES,1,NA,NA,NA,NA,NA,NA
TIROIDE COLECTEROL,1,NA,NA,NA,NA,NA,NA
TIROIDECTOMIA PARCIAL BILATERAL,1,NA,NA,NA,NA,NA,NA
TIROIDES AUTOINMUNE,1,NA,NA,NA,NA,NA,NA
TIROIDES UNA MICA LENTA,1,NA,NA,NA,NA,NA,NA
"TIROIDES, OPERADA D?UN GANGLI ADOSAT A LA TIROIDES",1,NA,NA,NA,NA,NA,NA
TIROIDESEUTIROX,1,NA,NA,NA,NA,NA,NA
TIROIDIS DE HASHIMOTO,1,NA,NA,NA,NA,NA,NA
TIROIDISMOEUROTIROXHIPER,1,NA,NA,NA,NA,NA,NA
TIROIDITE HASHIMOTO,1,NA,NA,NA,NA,NA,NA
TIROIDITIS DE HASIMOTO,1,NA,NA,NA,NA,NA,NA
TIROIDITIS DE QUERVAIN,1,NA,NA,NA,NA,NA,NA
TIROIDITIS HASHIMOTO,1,NA,NA,NA,NA,NA,NA
TIROIDITIS LINFOCITARIA,1,NA,NA,NA,NA,NA,NA
TIROIDITIS SUBAGUDA,1,NA,NA,NA,NA,NA,NA
TIROXINA,1,NA,NA,NA,NA,NA,NA
TITOIDES,1,NA,NA,NA,NA,NA,NA
TLP (BORDERLINE),1,NA,NA,NA,NA,NA,NA
TOS FERINA,1,NA,NA,NA,NA,NA,NA
"TOS, ACIDESA ESTOMAC",1,NA,NA,NA,NA,NA,NA
TPSV,1,NA,NA,NA,NA,NA,NA
TRAASPLANTE PULMONAR,1,NA,NA,NA,NA,NA,NA
TRACTAMENT ACID URIC,1,NA,NA,NA,NA,NA,NA
TRACTAMENT DE FERTILITAT,1,NA,NA,NA,NA,NA,NA
TRACTAMENT FECUNDACIO IN VITRO,1,NA,NA,NA,NA,NA,NA
TRACTAMENT PROFILACTIC,1,NA,NA,NA,NA,NA,NA
TRACTAMENT REGENERACIO CARTILAG,1,NA,NA,NA,NA,NA,NA
TRANQUILITZARME,1,NA,NA,NA,NA,NA,NA
TRANSTORN,1,NA,NA,NA,NA,NA,NA
TRANSTORN ALIMENTARI,1,NA,NA,NA,NA,NA,NA
TRANSTORN ANSIEDAD,1,NA,NA,NA,NA,NA,NA
TRANSTORN D?ANSIETAT GENERALITZADA,1,NA,NA,NA,NA,NA,NA
TRANSTORN DE LA SON,1,NA,NA,NA,NA,NA,NA
TRANSTORN DEL SON,1,NA,NA,NA,NA,NA,NA
TRANSTORNO ADAPTATIVO,1,NA,NA,NA,NA,NA,NA
TRANSTORNO DE ANSIEDAD,1,NA,NA,NA,NA,NA,NA
TRANSTORNO SUENO,1,NA,NA,NA,NA,NA,NA
TRANSTORNS ALIMENTARIS,1,NA,NA,NA,NA,NA,NA
TRASTORN ADAPTATIU,1,NA,NA,NA,NA,NA,NA
TRASTORN ANSIOS DEPRESSIU,1,NA,NA,NA,NA,NA,NA
TRASTORN BIPOLAR I HIPOTIROIDISME,1,NA,NA,NA,NA,NA,NA
TRASTORN D'ANGOIXA,1,NA,NA,NA,NA,NA,NA
TRASTORN EMOCIONAL,1,NA,NA,NA,NA,NA,NA
TRASTORN LIMIT DE LA PERSONALITAT,1,NA,NA,NA,NA,NA,NA
TRASTORN OBSSIU COMPULSIU,1,NA,NA,NA,NA,NA,NA
TRASTORN PER DEFICIT D'ATENCIO,1,NA,NA,NA,NA,NA,NA
TRASTORNO BIPOLAR,1,NA,NA,NA,NA,NA,NA
TRASTORNO COMPULSIVO ADAPTATIVO,1,NA,NA,NA,NA,NA,NA
TRASTORNO DE ANSIEDAD,1,NA,NA,NA,NA,NA,NA
TRASTORNO EMOCIONAL,1,NA,NA,NA,NA,NA,NA
TRATAMIENTO,1,NA,NA,NA,NA,NA,NA
TRATAMIENTO DENTAL,1,NA,NA,NA,NA,NA,NA
TRATAMIENTO TEMPORAL INFECCION,1,NA,NA,NA,NA,NA,NA
TREMOLOR,1,NA,NA,NA,NA,NA,NA
TREMOLOR ESENCIAL,1,NA,NA,NA,NA,NA,NA
TREMOLOR ESSENCIAL,1,NA,NA,NA,NA,NA,NA
TREMOLORS CAUSATS PEL PLENUR,1,NA,NA,NA,NA,NA,NA
TRENCAMENT PARCIAL TENDO D'AQUILES,1,NA,NA,NA,NA,NA,NA
TRIGLESERIDOS,1,NA,NA,NA,NA,NA,NA
TRIGLICEDIS,1,NA,NA,NA,NA,NA,NA
TRIGLICERID,1,NA,NA,NA,NA,NA,NA
"TRISTEZA, DORMIR, ESTRES, ANSIEDAD",1,NA,NA,NA,NA,NA,NA
TROCANTERITIS,1,NA,NA,NA,NA,NA,NA
TROCANTERITS I PER UNA LESSIO AL MANGUITO DEL ROTADOR,1,NA,NA,NA,NA,NA,NA
TROMBO EN LA RETINA,1,NA,NA,NA,NA,NA,NA
TROMBOEMBOLISMO PULMONAL,1,NA,NA,NA,NA,NA,NA
TROMBOEMBOLISMO PULMONAR,1,NA,NA,NA,NA,NA,NA
TROMBOPENIA,1,NA,NA,NA,NA,NA,NA
TROMBOS,1,NA,NA,NA,NA,NA,NA
TROMBOSI VENOSA,1,NA,NA,NA,NA,NA,NA
TROMBOSIS,1,NA,NA,NA,NA,NA,NA
TROMBOSIS EN PIERNA IZQUIERDA,1,NA,NA,NA,NA,NA,NA
TRONCANTERITIS,1,NA,NA,NA,NA,NA,NA
TTRANSTORN LIMIT DE LA PERSONALITAT,1,NA,NA,NA,NA,NA,NA
TUBERCOLOSI,1,NA,NA,NA,NA,NA,NA
TUBERCOLOSIS,1,NA,NA,NA,NA,NA,NA
TUBERCULOSI LATENT,1,NA,NA,NA,NA,NA,NA
TUMOR AL OVARI,1,NA,NA,NA,NA,NA,NA
TUMOR BENIGNO DE LA GLANDULA PARATIROIDEA,1,NA,NA,NA,NA,NA,NA
TUMOR BENIGNO DE PAROTIDA,1,NA,NA,NA,NA,NA,NA
TUMOR BENIGNO EN TIROIDES,1,NA,NA,NA,NA,NA,NA
TUMOR BENIGNO EPIDERMICO EN LA VULVA,1,NA,NA,NA,NA,NA,NA
TUMOR CEREBRAL BENIGNO,1,NA,NA,NA,NA,NA,NA
TUMOR EN LA PAROTIDA,1,NA,NA,NA,NA,NA,NA
TUMOR GLANDULA PAROTIDA,1,NA,NA,NA,NA,NA,NA
TUMOR HIPOFISIARIO,1,NA,NA,NA,NA,NA,NA
TUMOR NERVIO OIDO,1,NA,NA,NA,NA,NA,NA
TUNEL CARPIANO,1,NA,NA,NA,NA,NA,NA
TUNELMETACARPEANO,1,NA,NA,NA,NA,NA,NA
TUVERCULOSIS,1,NA,NA,NA,NA,NA,NA
TYROIDIS,1,NA,NA,NA,NA,NA,NA
UBEAITIS,1,NA,NA,NA,NA,NA,NA
ULCERA DUODE,1,NA,NA,NA,NA,NA,NA
ULCERA DUODENAL,1,NA,NA,NA,NA,NA,NA
ULCERA DUODENO,1,NA,NA,NA,NA,NA,NA
ULCERA EN EL DUODE,1,NA,NA,NA,NA,NA,NA
ULCERA GASTRICA,1,NA,NA,NA,NA,NA,NA
ULCERA GASTRICA NO SAGNANT,1,NA,NA,NA,NA,NA,NA
ULCUS,1,NA,NA,NA,NA,NA,NA
ULCUS GASTRIC,1,NA,NA,NA,NA,NA,NA
ULL SEC,1,NA,NA,NA,NA,NA,NA
UN BULTO BENIGNA EN UNA MAMA,1,NA,NA,NA,NA,NA,NA
UN PROTECTOR,1,NA,NA,NA,NA,NA,NA
UNAS,1,NA,NA,NA,NA,NA,NA
URICEMIA,1,NA,NA,NA,NA,NA,NA
UROLOGIA,1,NA,NA,NA,NA,NA,NA
URTICARIA E FRIGORE,1,NA,NA,NA,NA,NA,NA
URTICARIA IDIOPATICA,1,NA,NA,NA,NA,NA,NA
URTICARIES,1,NA,NA,NA,NA,NA,NA
UVEITIS BAHCET,1,NA,NA,NA,NA,NA,NA
UVEITIS HIPERTENSIVA,1,NA,NA,NA,NA,NA,NA
UVEITIS I CATARACTES CONGENITES,1,NA,NA,NA,NA,NA,NA
VALVULA AORTICA,1,NA,NA,NA,NA,NA,NA
VALVULA AORTICA BICUSPIDE,1,NA,NA,NA,NA,NA,NA
VALVULA MITRAL,1,NA,NA,NA,NA,NA,NA
VARICEL?LA,1,NA,NA,NA,NA,NA,NA
VARICES INTERNA,1,NA,NA,NA,NA,NA,NA
VASCULAR,1,NA,NA,NA,NA,NA,NA
VASCULITIS,1,NA,NA,NA,NA,NA,NA
VEJIGA,1,NA,NA,NA,NA,NA,NA
VEJIGA CONTRAIDA ( NO TERMINA EL VACIADO ),1,NA,NA,NA,NA,NA,NA
VERTIGEN I NAS,1,NA,NA,NA,NA,NA,NA
VERTIGS,1,NA,NA,NA,NA,NA,NA
VESICULA,1,NA,NA,NA,NA,NA,NA
VESICULA BILIAR,1,NA,NA,NA,NA,NA,NA
VHP,1,NA,NA,NA,NA,NA,NA
VIES URINARIES,1,NA,NA,NA,NA,NA,NA
VIRUS DEL PAPILOMA,1,NA,NA,NA,NA,NA,NA
VIRUS PAPIL?LOMA HUMA,1,NA,NA,NA,NA,NA,NA
VISION,1,NA,NA,NA,NA,NA,NA
VISTA,1,NA,NA,NA,NA,NA,NA
VISTA CANSADA,1,NA,NA,NA,NA,NA,NA
VITAMINA CALCIO.,1,NA,NA,NA,NA,NA,NA
VITAMINA CAPILAR,1,NA,NA,NA,NA,NA,NA
VITAMINA D I CALC,1,NA,NA,NA,NA,NA,NA
VITAMINA D MOLT BAIXA,1,NA,NA,NA,NA,NA,NA
VITAMINA PER LA VISTA,1,NA,NA,NA,NA,NA,NA
VITAMINAS CABELLO,1,NA,NA,NA,NA,NA,NA
VITAMINAS DEL EMBARAZO,1,NA,NA,NA,NA,NA,NA
VITAMINAS Y COLAGENO,1,NA,NA,NA,NA,NA,NA
VITAMINAS YCALCIO,1,NA,NA,NA,NA,NA,NA
"VITAMINAS, VASCULARIZANTE",1,NA,NA,NA,NA,NA,NA
VITAMINES PER A LES OIDES,1,NA,NA,NA,NA,NA,NA
VITILIC,1,NA,NA,NA,NA,NA,NA
VITILIGEN,1,NA,NA,NA,NA,NA,NA
VOLVULO DE CIEGO,1,NA,NA,NA,NA,NA,NA
VPH,1,NA,NA,NA,NA,NA,NA
VTAMINA D,1,NA,NA,NA,NA,NA,NA
WOLF-PARKINSON-WHITE,1,NA,NA,NA,NA,NA,NA
WPW,1,NA,NA,NA,NA,NA,NA
XARELTO,1,NA,NA,NA,NA,NA,NA
YAGA ESTOMACAL,1,NA,NA,NA,NA,NA,NA
ZONA LUMBAR,1,NA,NA,NA,NA,NA,NA
ZUCAR,1,NA,NA,NA,NA,NA,NA
MIOMAS UTER,1,2189,"Liomioma uterí, localització no especificada",218,Liomioma uterí,02,Neoplàsies
UTER MIOMATOS,1,2189,"Liomioma uterí, localització no especificada",218,Liomioma uterí,02,Neoplàsies
GRAVES BASEDOW,1,242,Tirotoxicosi amb goll o sense,242,Tirotoxicosi amb goll o sense,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
GRAVES BASSEDOF HIPERTIROIDISMO,1,242,Tirotoxicosi amb goll o sense,242,Tirotoxicosi amb goll o sense,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPERTIRODISME I HIPOTIROIDISME,1,2423,Goll nodular tòxic no especificat,242,Tirotoxicosi amb goll o sense,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPERTIROIDES,1,2423,Goll nodular tòxic no especificat,242,Tirotoxicosi amb goll o sense,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPERTIROIDISMA,1,2423,Goll nodular tòxic no especificat,242,Tirotoxicosi amb goll o sense,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
"HIPERTIROIDISME,ACTUALMENT HIPOTIROIDISME",1,2423,Goll nodular tòxic no especificat,242,Tirotoxicosi amb goll o sense,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPERTIROIDISME/HIPOTIROIDISME,1,2423,Goll nodular tòxic no especificat,242,Tirotoxicosi amb goll o sense,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPERTIROIDISMO SUBAGUDO,1,2423,Goll nodular tòxic no especificat,242,Tirotoxicosi amb goll o sense,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPERTIROIDISMOS,1,2423,Goll nodular tòxic no especificat,242,Tirotoxicosi amb goll o sense,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPERTIROIRISME,1,2423,Goll nodular tòxic no especificat,242,Tirotoxicosi amb goll o sense,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
MALALTIA DE GRAVES,1,2423,Goll nodular tòxic no especificat,242,Tirotoxicosi amb goll o sense,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
MALALTIA DE GRAVES-BASEDOW (HIPERTIROIDISME),1,2423,Goll nodular tòxic no especificat,242,Tirotoxicosi amb goll o sense,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPOTIRODIAME,1,2449,Hipotiroïdisme no especificat,244,Hipotiroïdisme adquirit,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPOTIRODISIMO,1,2449,Hipotiroïdisme no especificat,244,Hipotiroïdisme adquirit,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPOTIROHIDISMO,1,2449,Hipotiroïdisme no especificat,244,Hipotiroïdisme adquirit,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPOTIROIDEA,1,2449,Hipotiroïdisme no especificat,244,Hipotiroïdisme adquirit,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPOTIROIDISME  SUBCLINIC,1,2449,Hipotiroïdisme no especificat,244,Hipotiroïdisme adquirit,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPOTIROIDISME AUTOOINMUNE,1,2449,Hipotiroïdisme no especificat,244,Hipotiroïdisme adquirit,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPOTIROIDISME DE MASHIMOTO,1,2449,Hipotiroïdisme no especificat,244,Hipotiroïdisme adquirit,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPOTIROIDISME HASHIMOTO,1,2449,Hipotiroïdisme no especificat,244,Hipotiroïdisme adquirit,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPOTIROIDISME I EXTRAXISTOLES SUPRAVENTRICULARS,1,2449,Hipotiroïdisme no especificat,244,Hipotiroïdisme adquirit,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPOTIROIDISMO COMPENSADO.,1,2449,Hipotiroïdisme no especificat,244,Hipotiroïdisme adquirit,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPOTIROIDISMO DE HASHAMOTO,1,2449,Hipotiroïdisme no especificat,244,Hipotiroïdisme adquirit,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPOTIROIDISMO LEVE,1,2449,Hipotiroïdisme no especificat,244,Hipotiroïdisme adquirit,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPOTIROIDISMO PRIMARIO SUBCLINICO,1,2449,Hipotiroïdisme no especificat,244,Hipotiroïdisme adquirit,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPOTIROIDISMO Y MENOPAUSIA,1,2449,Hipotiroïdisme no especificat,244,Hipotiroïdisme adquirit,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPOTIROISDISME,1,2449,Hipotiroïdisme no especificat,244,Hipotiroïdisme adquirit,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
HIPOTIROISIMO,1,2449,Hipotiroïdisme no especificat,244,Hipotiroïdisme adquirit,03,"Malalties endocrines, nutricionals i metabòliques, i trastorns de la immunitat"
